@relation 'Relase 4 integrated-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R4'

@attribute 'Filters result' {PASSED,FAILED}
@attribute 'Gross profit (IS)' numeric
@attribute 'Gross loss (IS)' numeric
@attribute 'numberof profits (IS)' numeric
@attribute 'numberof trades (IS)' numeric
@attribute '\% Profitable Months (IS)' numeric
@attribute '# of profits (IS)' numeric
@attribute '# of trades (IS)' numeric
@attribute '# of losses (IS)' numeric
@attribute 'Worst Year Profit (IS)' numeric
@attribute 'Annual \% Return (IS)' numeric
@attribute 'CAGR (IS)' numeric
@attribute 'CalmarRatio (IS)' numeric
@attribute 'Avg. \% Profit Per Year (IS)' numeric
@attribute 'AvgProfit Per Year (IS)' numeric
@attribute 'Standard Deviation of Profit Per Year (IS)' numeric
@attribute 'Varianceof Profit Per Year (IS)' numeric
@attribute 'Net profit (IS)' numeric
@attribute 'Net profit in pips (IS)' numeric
@attribute 'Avg. Yearly Profit In Pips (IS)' numeric
@attribute 'Standard Deviation of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Yearly Profit In Pips (IS)' numeric
@attribute 'Variance of Profit Per Year (IS)' numeric
@attribute 'Count Of Losing Years (IS)' numeric
@attribute 'Coefficient of Variation' numeric

@data
PASSED,5618.25,2364.75,23,37,63.64,23,37,14,-64.5,4.07,3.58,0.82,4.07,406.63,517.33,267632.27,3253.5,433.8,54.22,68.98,4757.91,267632.27,1,1.272224
FAILED,6549.75,2136.75,20,32,63.64,20,32,12,-147,5.52,4.68,0.92,5.52,551.63,628.63,395179.17,4413,588.4,73.55,83.82,7025.41,395179.17,1,1.139633
FAILED,5934,2274.75,20,32,63.64,20,32,12,-9,4.57,3.97,0.87,4.57,457.38,586.24,343676.31,3659.25,487.9,60.99,78.17,6109.8,343676.31,1,1.281686
PASSED,5703,2100.75,20,32,54.55,20,32,12,-96,4.5,3.92,1.02,4.5,450.25,595.17,354232.54,3602.25,480.3,60.04,79.36,6297.47,354232.54,2,1.321785
FAILED,6520.5,1986,21,32,63.64,21,32,11,-165,5.67,4.79,1.01,5.67,566.75,623.68,388982.64,4534.5,604.6,75.57,83.16,6915.25,388982.64,1,1.100437
PASSED,4887.75,2112.75,22,35,54.55,22,35,13,-293.25,3.47,3.11,0.82,3.47,346.88,451.18,203561.86,2775,370,46.25,60.16,3618.88,203561.86,2,1.300757
FAILED,6450.75,1986,21,32,63.64,21,32,11,-165,5.58,4.72,0.99,5.58,558,613.13,375923.32,4464.75,595.3,74.41,81.75,6683.08,375923.32,1,1.098643
FAILED,9028.5,3066.75,21,33,54.55,21,33,12,-243.75,7.45,6.02,0.86,7.45,745.13,939.8,883225.97,5961.75,794.9,99.36,125.31,15701.79,883225.97,2,1.261171
FAILED,5550,2380.5,17,32,54.55,17,32,15,-294.75,3.96,3.5,0.72,3.96,396.13,568.81,323546.03,3169.5,422.6,52.82,75.84,5751.93,323546.03,2,1.43582
FAILED,6576.75,2178,20,33,63.64,20,33,13,-147,5.5,4.66,0.92,5.5,549.75,626.5,392506.8,4398.75,586.5,73.31,83.53,6977.9,392506.8,1,1.139408
FAILED,8185.5,2959.5,19,33,54.55,19,33,14,-492,6.53,5.4,0.75,6.53,653.25,975.12,950864.91,5226,696.8,87.1,130.02,16904.26,950864.91,2,1.492767
FAILED,8214.75,3297,21,34,45.45,21,34,13,-285.75,6.15,5.13,0.71,6.15,614.63,952.29,906855.89,4917.75,655.7,81.96,126.97,16121.88,906855.89,3,1.54917
PASSED,5660.25,2261.25,19,35,63.64,19,35,16,-44.25,4.25,3.73,0.85,4.25,424.88,460.71,212256.56,3399,453.2,56.65,61.43,3773.45,212256.56,1,1.084378
FAILED,8941.5,3066.75,21,33,54.55,21,33,12,-243.75,7.34,5.95,0.84,7.34,734.25,921.38,848943.21,5874.75,783.3,97.91,122.85,15092.32,848943.21,2,1.254724
PASSED,4611.75,2112.75,23,36,54.55,23,36,13,-293.25,3.12,2.83,0.73,3.12,312.38,447.31,200089.13,2499,333.2,41.65,59.64,3557.14,200089.13,2,1.431933
FAILED,5985,2169,20,32,54.55,20,32,12,-166.5,4.77,4.12,0.85,4.77,477,654.52,428391.98,3816,508.8,63.6,87.27,7615.86,428391.98,2,1.37217
FAILED,5189.25,2040,19,33,54.55,19,33,14,-522,3.94,3.48,0.71,3.94,393.63,672.97,452891.45,3149.25,419.9,52.49,89.73,8051.4,452891.45,2,1.709468
FAILED,4648.5,1630.5,24,33,63.64,24,33,9,-79.5,3.77,3.35,0.76,3.77,377.25,392.2,153819.42,3018,402.4,50.3,52.29,2734.57,153819.42,1,1.039563
PASSED,5561.25,1997.25,18,32,54.55,18,32,14,-64.5,4.46,3.88,1.1,4.45,445.5,550.9,303495.47,3564,475.2,59.4,73.45,5395.48,303495.47,2,1.236532
PASSED,5636.25,1997.25,18,32,54.55,18,32,14,-64.5,4.55,3.96,1.13,4.55,454.88,559.46,312998.2,3639,485.2,60.65,74.59,5564.41,312998.2,2,1.229843
FAILED,2017.5,835.5,18,32,45.45,18,32,14,-170.25,1.48,1.41,0.71,1.48,147.75,242.29,58706.44,1182,157.6,19.7,32.31,1043.67,58706.44,3,1.640102
FAILED,8047.5,2926.5,19,33,45.45,19,33,14,-293.25,6.4,5.3,0.73,6.4,640.13,871.67,759811.22,5121,682.8,85.35,116.22,13507.75,759811.22,3,1.361687
FAILED,6096,2331.75,20,32,54.55,20,32,12,-148.5,4.71,4.07,0.79,4.7,470.5,673.43,453511.54,3764.25,501.9,62.74,89.79,8062.43,453511.54,2,1.431144
PASSED,5514.75,1997.25,18,32,54.55,18,32,14,-64.5,4.4,3.84,1.08,4.4,439.63,546.1,298221.72,3517.5,469,58.63,72.81,5301.72,298221.72,2,1.241856
PASSED,4693.5,2008.5,22,34,63.64,22,34,12,-293.25,3.36,3.02,0.88,3.36,335.63,467.65,218694.8,2685,358,44.75,62.35,3887.91,218694.8,1,1.393296
PASSED,5685,2100.75,20,32,54.55,20,32,12,-96,4.48,3.9,1.02,4.48,448,573.03,328367.8,3584.25,477.9,59.74,76.4,5837.65,328367.8,2,1.278875
PASSED,5566.5,2100.75,20,32,54.55,20,32,12,-96,4.33,3.79,0.98,4.33,433.13,562.81,316758.51,3465.75,462.1,57.76,75.04,5631.26,316758.51,2,1.299169
PASSED,4804.5,2112.75,23,36,54.55,23,36,13,-293.25,3.36,3.02,0.79,3.37,336.38,461.9,213350.48,2691.75,358.9,44.86,61.59,3792.9,213350.48,2,1.372938
PASSED,4286.25,1840.5,22,32,54.55,22,32,10,-293.25,3.06,2.77,0.8,3.06,305.63,458.45,210172.5,2445.75,326.1,40.76,61.13,3736.4,210172.5,2,1.499755
FAILED,4498.5,1630.5,24,33,63.64,24,33,9,-79.5,3.58,3.2,0.72,3.59,358.5,398.34,158670.98,2868,382.4,47.8,53.11,2820.82,158670.98,1,1.111088
FAILED,4710,1630.5,23,32,63.64,23,32,9,-79.5,3.85,3.41,0.78,3.85,384.88,391.48,153252.95,3079.5,410.6,51.33,52.2,2724.5,153252.95,1,1.016949
PASSED,5351.25,2100.75,20,32,54.55,20,32,12,-96,4.06,3.58,0.91,4.06,406.25,523.82,274391.27,3250.5,433.4,54.17,69.84,4878.07,274391.27,2,1.289275
FAILED,8252.25,3255.75,21,33,45.45,21,33,12,-285.75,6.25,5.2,0.72,6.25,624.5,967.57,936185.03,4996.5,666.2,83.27,129.01,16643.29,936185.03,3,1.549297
PASSED,4226.25,1728.75,20,32,54.55,20,32,11,-273,3.12,2.83,0.9,3.12,312.13,432.67,187203.48,2497.5,333,41.62,57.69,3328.06,187203.48,2,1.386112
FAILED,2225.25,817.5,22,32,63.64,22,32,10,-144,1.76,1.66,0.88,1.76,175.88,234.53,55002.37,1407.75,187.7,23.46,31.27,977.82,55002.37,1,1.332907
FAILED,8192.25,3255.75,21,33,45.45,21,33,12,-285.75,6.17,5.14,0.71,6.17,617,955.88,913715.97,4936.5,658.2,82.27,127.45,16243.84,913715.97,3,1.549167
FAILED,5828.25,2117.25,21,32,72.73,21,32,11,11.25,4.64,4.02,0.95,4.64,463.88,565.57,319868.58,3711,494.8,61.85,75.41,5686.55,319868.58,0,1.21924
FAILED,8164.5,2624.25,19,32,63.64,19,32,13,-336.75,6.93,5.67,0.73,6.93,692.5,860.84,741052.12,5540.25,738.7,92.34,114.78,13174.26,741052.12,1,1.243015
FAILED,6798,2692.5,23,40,53.85,23,40,17,-189.75,5.13,4.39,0.86,5.13,513.13,501.49,251493.16,4105.5,547.4,68.43,66.87,4470.99,251493.16,1,0.977203
FAILED,5056.5,2167.5,22,36,61.54,22,36,14,66,3.61,3.22,0.75,3.61,361.13,307.31,94441.22,2889,385.2,48.15,40.98,1678.95,94441.22,0,0.85109
FAILED,3277.5,1275.75,23,33,46.15,23,33,10,-49.5,2.5,2.31,0.86,2.5,250.13,291.23,84815.44,2001.75,266.9,33.36,38.83,1507.83,84815.44,2,1.163969
FAILED,5554.5,2046,22,33,53.85,22,33,11,-108,4.39,3.83,0.76,4.39,438.5,351.57,123601.47,3508.5,467.8,58.48,46.88,2197.36,123601.47,1,0.801642
FAILED,4337.25,1578,23,33,61.54,23,33,10,57.75,3.45,3.09,0.89,3.45,344.88,256.47,65774.31,2759.25,367.9,45.99,34.2,1169.32,65774.31,0,0.74364
FAILED,4331.25,1780.5,21,33,38.46,21,33,12,-105,3.19,2.88,0.8,3.19,318.75,392.5,154055.18,2550.75,340.1,42.51,52.33,2738.76,154055.18,3,1.231004
FAILED,5876.25,2118.75,24,36,53.85,24,36,12,-303.75,4.7,4.07,0.75,4.7,469.63,541.88,293635.52,3757.5,501,62.62,72.25,5220.19,293635.52,1,1.153785
FAILED,4518.75,1764,21,34,61.54,21,34,13,66,3.44,3.09,0.72,3.44,344.25,286.05,81826.66,2754.75,367.3,45.91,38.14,1454.7,81826.66,0,0.830756
FAILED,4930.5,1478.25,24,33,61.54,24,33,9,17.25,4.32,3.78,1.13,4.32,431.5,416.77,173700.98,3452.25,460.3,57.54,55.57,3088.02,173700.98,0,0.965763
FAILED,5445,1945.5,24,33,46.15,24,33,9,-134.25,4.37,3.82,0.89,4.38,437.38,483.04,233325.53,3499.5,466.6,58.32,64.41,4148.01,233325.53,2,1.104424
FAILED,5799.75,2181,24,37,53.85,24,37,13,-146.25,4.52,3.94,0.95,4.52,452.25,504.84,254865.59,3618.75,482.5,60.31,67.31,4530.94,254865.59,1,1.116067
FAILED,4786.5,1883.25,24,35,61.54,24,35,11,57.75,3.63,3.24,0.89,3.63,362.88,287.16,82459.19,2903.25,387.1,48.39,38.29,1465.94,82459.19,0,0.791279
FAILED,4524,1728.75,22,33,53.85,22,33,11,-14.25,3.49,3.13,0.71,3.49,349.38,317.6,100872.62,2795.25,372.7,46.59,42.35,1793.29,100872.62,1,0.908993
FAILED,4980,1537.5,24,33,53.85,24,33,9,-152.25,4.3,3.77,0.87,4.3,430.25,412.28,169971.3,3442.5,459,57.37,54.97,3021.71,169971.3,1,0.958166
FAILED,5638.5,1899.75,23,33,53.85,23,33,10,-237.75,4.67,4.05,0.81,4.67,467.25,419.81,176243.27,3738.75,498.5,62.31,55.98,3133.21,176243.27,1,0.898411
FAILED,4498.5,1701.75,21,33,61.54,21,33,12,66,3.5,3.13,0.73,3.5,349.5,281.28,79120.62,2796.75,372.9,46.61,37.5,1406.59,79120.62,0,0.804548
FAILED,3203.25,1140.75,21,33,38.46,21,33,12,-123.75,2.58,2.37,0.8,2.58,257.75,414.24,171595.09,2062.5,275,34.37,55.23,3050.58,171595.09,3,1.606925
FAILED,5636.25,1755,24,36,61.54,24,36,12,17.25,4.85,4.18,1.29,4.85,485.13,509.26,259343.08,3881.25,517.5,64.69,67.9,4610.54,259343.08,0,1.049621
FAILED,5613,1867.5,21,33,53.85,21,33,12,-130.5,4.68,4.06,0.86,4.68,468.13,387.1,149849.27,3745.5,499.4,62.43,51.61,2663.99,149849.27,1,0.826686
FAILED,4965.75,2007,22,35,61.54,22,35,13,66,3.7,3.29,0.77,3.7,369.75,319.96,102372.26,2958.75,394.5,49.31,42.66,1819.95,102372.26,0,0.865139
FAILED,5915.25,1883.25,25,37,61.54,25,37,12,27.75,5.04,4.33,1.11,5.04,504,393.48,154824.33,4032,537.6,67.2,52.46,2752.43,154824.33,0,0.780655
FAILED,4669.5,1947.75,21,34,38.46,21,34,13,-105,3.4,3.05,0.85,3.4,340.13,430.62,185432.34,2721.75,362.9,45.36,57.42,3296.57,185432.34,3,1.265873
FAILED,5155.5,1464,24,33,53.85,24,33,9,-86.25,4.61,4.01,0.96,4.61,461.38,358.19,128302.98,3691.5,492.2,61.52,47.76,2280.94,128302.98,1,0.776333
FAILED,4130.25,1318.5,23,33,53.85,23,33,10,-115.5,3.51,3.15,1.17,3.52,351.38,372.87,139029.75,2811.75,374.9,46.86,49.72,2471.64,139029.75,1,1.061033
FAILED,5010,2034,22,34,53.85,22,34,12,-14.25,3.72,3.31,0.76,3.72,372,357.78,128004.19,2976,396.8,49.6,47.7,2275.63,128004.19,1,0.961694
PASSED,2146.5,868.5,21,33,46.15,21,33,12,-54.75,1.6,1.51,0.77,1.6,159.75,172.64,29803.08,1278,170.4,21.3,23.02,529.83,29803.08,2,1.080751
FAILED,4191.75,1678.5,22,33,38.46,22,33,11,-29.25,3.14,2.84,0.84,3.14,314.13,358.7,128663.08,2513.25,335.1,41.89,47.83,2287.34,128663.08,3,1.1418
FAILED,4587,1728,24,33,46.15,24,33,9,-194.25,3.57,3.19,0.82,3.57,357.38,427.38,182657.11,2859,381.2,47.65,56.98,3247.24,182657.11,2,1.195803
FAILED,4848,1883.25,25,36,61.54,25,36,11,57.75,3.71,3.3,0.91,3.71,370.5,293.53,86158.48,2964.75,395.3,49.41,39.14,1531.71,86158.48,0,0.792147
FAILED,4877.25,2096.25,22,35,53.85,22,35,13,-59.25,3.48,3.11,0.71,3.48,347.63,330.67,109339.73,2781,370.8,46.35,44.09,1943.82,109339.73,1,0.951241
FAILED,6007.5,2001,25,36,53.85,25,36,11,-237.75,5.01,4.3,0.88,5.01,500.75,473.09,223809.72,4006.5,534.2,66.78,63.08,3978.84,223809.72,1,0.944594
FAILED,4167,1774.5,21,33,53.85,21,33,12,-52.5,2.99,2.72,0.74,2.99,299,285.23,81358,2392.5,319,39.87,38.03,1446.36,81358,1,0.95385
FAILED,3463.5,1553.25,21,33,46.15,21,33,12,-181.5,2.39,2.21,0.73,2.39,238.75,336.57,113278.91,1910.25,254.7,31.84,44.88,2013.85,113278.91,2,1.409548
FAILED,4390.5,1841.25,22,33,30.77,22,33,11,-69.75,3.19,2.88,0.77,3.19,318.63,420,176399.22,2549.25,339.9,42.49,56,3135.99,176399.22,4,1.317957
FAILED,5040,1341.75,25,33,61.54,25,33,8,21,4.62,4.01,1.14,4.62,462.25,324.75,105460.3,3698.25,493.1,61.64,43.3,1874.85,105460.3,0,0.702466
FAILED,5058,1596.75,24,33,61.54,24,33,9,43.5,4.33,3.79,0.92,4.33,432.63,308.42,95124.58,3461.25,461.5,57.69,41.12,1691.1,95124.58,0,0.712775
FAILED,4939.5,1702.5,24,33,53.85,24,33,9,-146.25,4.05,3.57,0.84,4.05,404.63,415.33,172498.22,3237,431.6,53.95,55.38,3066.63,172498.22,1,1.026506
FAILED,5676.75,1933.5,23,34,53.85,23,34,11,-237.75,4.68,4.05,0.81,4.68,467.88,420.63,176930.5,3743.25,499.1,62.39,56.08,3145.43,176930.5,1,0.898862
PASSED,10436.25,6627.75,20,33,66.67,20,33,13,-938.25,4.76,4.12,0.18,4.76,476,1156.75,1338060.06,3808.5,507.8,63.48,154.23,23787.73,1338060.06,4,?
FAILED,6637.5,2019.75,23,34,54.55,23,34,11,-762,5.77,4.86,0.75,5.77,577.13,1157.06,1338780.51,4617.75,615.7,76.96,154.27,23800.54,1338780.51,2,2.004548
FAILED,6659.25,2045.25,28,40,54.55,28,40,12,-762,5.77,4.86,0.75,5.77,576.75,1131.25,1279719.98,4614,615.2,76.9,150.83,22750.58,1279719.98,2,1.961378
FAILED,6633.75,2019.75,23,34,54.55,23,34,11,-762,5.77,4.86,0.75,5.77,576.75,1155.93,1336164.05,4614,615.2,76.9,154.12,23754.03,1336164.05,2,2.004161
FAILED,6783.75,2019.75,23,34,54.55,23,34,11,-762,5.96,4.99,0.78,5.95,595.5,1201.34,1443221.86,4764,635.2,79.4,160.18,25657.28,1443221.86,2,2.01738
FAILED,7299,2460,25,37,54.55,25,37,12,-762,6.05,5.06,0.79,6.05,604.88,1224.17,1498596.47,4839,645.2,80.65,163.22,26641.72,1498596.47,2,2.023807
FAILED,9550.5,13172.25,16,34,50,16,34,18,-2019,-4.53,-5.47,-0.11,-4.53,-452.62,1046.59,1095349.5,-3621.75,-482.9,-60.36,139.55,19472.88,1095349.5,4,-2.311962
FAILED,4001.25,1931.25,21,36,53.85,21,36,15,-207,2.59,2.38,0.81,2.59,258.75,197.14,38865.66,2070,276,34.5,26.29,690.95,38865.66,1,0.762029
FAILED,3714.75,1733.25,21,36,53.85,21,36,15,-181.5,2.48,2.29,0.81,2.48,247.63,211.39,44685.53,1981.5,264.2,33.02,28.19,794.41,44685.53,1,0.853725
FAILED,3441.75,1821,17,37,53.85,17,37,20,-144,2.03,1.9,0.74,2.03,202.5,229.9,52852.57,1620.75,216.1,27.01,30.65,939.6,52852.57,1,1.134765
FAILED,7269.75,5720.25,19,36,53.85,19,36,17,-1947,1.94,1.82,0.09,1.94,193.63,977.28,955068.44,1549.5,206.6,25.83,130.3,16978.99,955068.44,2,5.044522
FAILED,5194,2264,18,33,30.77,18,33,14,-293,3.66,3.26,0.84,3.66,366.25,789.01,622540.94,2930,293,36.63,78.9,6225.41,622540.94,4,2.153972
FAILED,2858,1302,17,33,46.15,17,33,16,-247,1.95,1.82,0.77,1.95,194.5,274.71,75468,1556,155.6,19.45,27.47,754.68,75468,2,1.412339
FAILED,4791,2016,19,34,30.77,19,34,15,-259,3.47,3.11,0.71,3.47,346.88,764.02,583731.61,2775,277.5,34.69,76.4,5837.32,583731.61,4,2.202364
FAILED,3171,1201,19,33,46.15,19,33,13,-173,2.46,2.27,0.9,2.46,246.25,336.99,113564.44,1970,197,24.62,33.7,1135.64,113564.44,2,1.368806
FAILED,5090,2264,19,34,30.77,19,34,14,-293,3.53,3.16,0.81,3.53,353.25,759.13,576280.44,2826,282.6,35.33,75.91,5762.8,576280.44,4,2.148599
FAILED,2698,909,18,34,53.85,18,34,16,-43,2.24,2.08,1.28,2.24,223.63,281.93,79487.23,1789,178.9,22.36,28.19,794.87,79487.23,1,1.260733
FAILED,5433,2555,20,37,30.77,20,37,16,-293,3.6,3.21,0.83,3.6,359.75,776.81,603428.94,2878,287.8,35.98,77.68,6034.29,603428.94,4,2.158977
FAILED,3190,1264,19,34,46.15,19,34,14,-173,2.41,2.23,0.88,2.41,240.75,324.6,105363.94,1926,192.6,24.07,32.46,1053.64,105363.94,2,1.348567
FAILED,2714,846,18,33,53.85,18,33,15,-43,2.33,2.16,1.34,2.34,233.5,306.79,94120.75,1868,186.8,23.35,30.68,941.21,94120.75,1,1.313919
FAILED,2748,909,18,34,53.85,18,34,16,-43,2.3,2.13,1.31,2.3,229.88,297.64,88590.36,1839,183.9,22.99,29.76,885.9,88590.36,1,1.294476
FAILED,5269,2521,19,33,30.77,19,33,14,-440,3.44,3.08,0.71,3.43,343.5,854.25,729734.75,2748,274.8,34.35,85.42,7297.35,729734.75,4,2.486754
FAILED,4844,2016,18,33,30.77,18,33,15,-259,3.53,3.16,0.72,3.54,353.5,779.58,607744.75,2828,282.8,35.35,77.96,6077.45,607744.75,4,2.205375
PASSED,13962,11703,16,33,40,16,33,17,-1627,2.82,2.58,0.06,2.82,282.38,1694.63,2871784.48,2259,225.9,28.24,169.46,28717.84,2871784.48,4,6.000708
PASSED,4559.4,1591.2,26,37,61.54,26,37,11,8.1,3.71,3.3,0.81,3.71,371,318.12,101198.92,2968.2,329.8,41.23,35.35,1249.37,101198.92,0,0.857385
PASSED,4491,1710,22,38,46.15,22,38,16,-178.2,3.48,3.11,0.78,3.48,347.63,426.9,182245.49,2781,309,38.63,47.43,2249.94,182245.49,2,1.227802
FAILED,3530.7,1293.3,24,38,46.15,24,38,14,-57.6,2.8,2.56,0.71,2.8,279.63,313.14,98053.69,2237.4,248.6,31.08,34.79,1210.54,98053.69,2,1.119369
PASSED,4446,1710,22,38,46.15,22,38,16,-178.2,3.42,3.07,0.77,3.42,342,417.15,174015.14,2736,304,38,46.35,2148.33,174015.14,2,1.219737
PASSED,4164.3,1476,22,37,46.15,22,37,15,-178.2,3.36,3.02,0.75,3.36,336,407.15,165774.59,2688.3,298.7,37.34,45.24,2046.6,165774.59,2,1.211569
PASSED,4536,1710,22,38,46.15,22,38,16,-178.2,3.53,3.16,0.79,3.53,353.25,436.94,190918.82,2826,314,39.25,48.55,2357.02,190918.82,2,1.236943
PASSED,4607.1,1540.8,25,38,53.85,25,38,13,-171.9,3.83,3.4,1.01,3.83,383.25,357.77,127998.92,3066.3,340.7,42.59,39.75,1580.23,127998.92,1,0.933318
PASSED,4858.2,1765.8,26,38,61.54,26,38,12,8.1,3.87,3.43,0.84,3.87,386.5,329.77,108747.57,3092.4,343.6,42.95,36.64,1342.56,108747.57,0,0.853085
PASSED,14512.5,11788.2,20,37,40,20,37,17,-2073.6,3.41,3.06,0.06,3.4,340.5,1778.44,3162858.57,2724.3,302.7,37.84,197.6,39047.64,3162858.57,4,5.221987
FAILED,4565,1725,20,33,63.64,20,33,13,-262,3.55,3.17,0.92,3.55,355,362.67,131530.25,2840,284,35.5,36.27,1315.3,131530.25,1,1.02169
PASSED,5384,2252,21,33,45.45,21,33,12,-333,3.92,3.46,0.81,3.91,391.5,517.42,267725.75,3132,313.2,39.15,51.74,2677.26,267725.75,3,1.321584
PASSED,5757,2714,21,35,45.45,21,35,14,-333,3.8,3.38,0.74,3.8,380.38,503.96,253970.73,3043,304.3,38.04,50.4,2539.71,253970.73,3,1.324921
FAILED,4857,2199,21,35,63.64,21,35,14,-262,3.32,2.99,0.73,3.32,332.25,336.19,113022.69,2658,265.8,33.22,33.62,1130.23,113022.69,1,1.012041
FAILED,4776,2171,21,35,36.36,21,35,14,-129,3.26,2.94,0.81,3.26,325.63,504.47,254491.98,2605,260.5,32.56,50.45,2544.92,254491.98,4,1.549447
FAILED,4822,2059,17,34,45.45,17,34,17,-229,3.45,3.1,0.9,3.45,345.38,517.79,268107.98,2763,276.3,34.54,51.78,2681.08,268107.98,3,1.499131
FAILED,4500,1900,20,36,45.45,20,36,16,-229,3.25,2.93,0.85,3.25,325,483.24,233517,2600,260,32.5,48.32,2335.17,233517,3,1.486769
FAILED,4622,1900,17,33,45.45,17,33,16,-229,3.4,3.06,0.89,3.4,340.25,507.41,257461.44,2722,272.2,34.02,50.74,2574.61,257461.44,3,1.491476
FAILED,4759,1446,19,33,54.55,19,33,14,-374,4.14,3.64,1.05,4.14,414.13,485.16,235375.86,3313,331.3,41.41,48.52,2353.76,235375.86,2,1.171698
FAILED,4418,1462,19,33,63.64,19,33,14,-470,3.7,3.29,0.81,3.69,369.5,491.98,242041.5,2956,295.6,36.95,49.2,2420.42,242041.5,1,1.331529
FAILED,4817,2171,19,33,36.36,19,33,14,-129,3.31,2.98,0.83,3.31,330.75,509.62,259716.19,2646,264.6,33.08,50.96,2597.16,259716.19,4,1.540508
FAILED,4294,1462,19,33,63.64,19,33,14,-470,3.54,3.17,0.78,3.54,354,469.96,220860.75,2832,283.2,35.4,47,2208.61,220860.75,1,1.327684
FAILED,4655,1725,20,33,63.64,20,33,13,-262,3.66,3.26,0.95,3.66,366.25,373.92,139818.69,2930,293,36.62,37.39,1398.19,139818.69,1,1.021027
FAILED,4588,2204,20,34,45.45,20,34,14,-208,2.98,2.71,0.73,2.98,298,528.96,279799.75,2384,238.4,29.8,52.9,2798,279799.75,3,1.775168
FAILED,4872,2269,17,34,45.45,17,34,17,-229,3.25,2.93,0.73,3.25,325.38,478.17,228642.98,2603,260.3,32.54,47.82,2286.43,228642.98,3,1.469576
FAILED,4705,1900,18,34,45.45,18,34,16,-229,3.51,3.14,0.92,3.51,350.63,528.58,279395.48,2805,280.5,35.06,52.86,2793.95,279395.48,3,1.507701
FAILED,4861,1989,22,36,63.64,22,36,14,-262,3.59,3.21,0.93,3.59,359,375.19,140764.25,2872,287.2,35.9,37.52,1407.64,140764.25,1,1.045125
FAILED,4181,1505,20,33,54.55,20,33,13,-299,3.34,3.01,0.78,3.35,334.5,405.95,164792.25,2676,267.6,33.45,40.59,1647.92,164792.25,2,1.213453
PASSED,15694,14686,19,33,58.33,19,33,14,-4030,1.26,1.21,0.03,1.26,126,2306.81,5321353.5,1008,100.8,12.6,230.68,53213.54,5321353.5,3,18.307937
PASSED,3540.6,1231.2,26,34,54.55,26,34,8,-155.7,2.89,2.63,0.83,2.89,288.63,351.73,123715.3,2309.4,256.6,32.08,39.08,1527.35,123715.3,2,1.218204
FAILED,6273,2346.3,25,38,54.55,25,38,13,-142.2,4.91,4.23,0.84,4.91,490.75,436.5,190534.26,3926.7,436.3,54.54,48.5,2352.27,190534.26,2,0.889256
FAILED,6672.6,2829.6,21,34,54.55,21,34,13,-643.5,4.8,4.15,0.78,4.8,480.38,562.77,316711.77,3843,427,53.37,62.53,3910.02,316711.77,2,1.171632
FAILED,6814.8,3096,21,36,54.55,21,36,15,-643.5,4.65,4.03,0.75,4.65,464.75,558.35,311750.37,3718.8,413.2,51.65,62.04,3848.77,311750.37,2,1.201162
FAILED,6750,2461.5,21,35,54.55,21,35,14,-142.2,5.36,4.56,0.92,5.36,536,494.16,244189.67,4288.5,476.5,59.56,54.91,3014.69,244189.67,2,0.921927
FAILED,6724.8,3096,21,36,54.55,21,36,15,-643.5,4.54,3.95,0.73,4.54,453.5,560.51,314175.31,3628.8,403.2,50.4,62.28,3878.71,314175.31,2,1.235714
FAILED,7430.4,2961.9,26,41,54.55,26,41,15,-643.5,5.59,4.73,0.92,5.59,558.5,665.3,442625.5,4468.5,496.5,62.06,73.92,5464.51,442625.5,2,1.191105
PASSED,3637.8,1231.2,26,34,54.55,26,34,8,-155.7,3.01,2.73,0.87,3.01,300.75,370.87,137544.03,2406.6,267.4,33.43,41.21,1698.07,137544.03,2,1.232725
FAILED,6220.8,2218.5,23,34,63.64,23,34,11,-162.9,5,4.3,0.72,5,500.25,438.68,192438.88,4002.3,444.7,55.59,48.74,2375.79,192438.88,1,0.876776
FAILED,6780.6,2947.5,21,35,54.55,21,35,14,-643.5,4.79,4.14,0.78,4.79,479.13,562.41,316307.62,3833.1,425.9,53.24,62.49,3905.03,316307.62,2,1.173742
PASSED,6585.3,2715.3,23,37,54.55,23,37,14,-424.8,4.84,4.17,0.79,4.84,483.75,643.94,414659.65,3870,430,53.75,71.55,5119.26,414659.65,2,1.331163
PASSED,6381.9,2642.4,21,38,45.45,21,38,17,-391.5,4.67,4.05,0.71,4.67,467.38,607.84,369465.69,3739.5,415.5,51.94,67.54,4561.3,369465.69,3,1.300347
FAILED,6175.8,2218.5,23,34,63.64,23,34,11,-162.9,4.95,4.26,0.71,4.95,494.63,430.07,184964.1,3957.3,439.7,54.96,47.79,2283.51,184964.1,1,0.869541
FAILED,6510.6,2535.3,26,38,54.55,26,38,12,-297.9,4.97,4.27,0.77,4.97,496.88,496.78,246792.71,3975.3,441.7,55.21,55.2,3046.82,246792.71,2,0.999819
FAILED,6722.1,2463.3,24,38,54.55,24,38,14,-142.2,5.32,4.53,0.92,5.32,532.25,513.16,263328.37,4258.8,473.2,59.15,57.02,3250.97,263328.37,2,0.96399
